field_1,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
"2038","2093","59092331409","3511.0","3513.0","3","45","5","8","LINESTRING (136422.55654092712 455708.5693691623, 136420.1212826291 455750.2008833648, 136443.8265171008 455759.10227875144, 136466.87282877957 455767.7614677086, 136509.2756417834 455780.7435981463, 136486.30446422758 455865.954135145, 136454.3152164065 455877.58864718047, 136442.0358713769 455883.5979588933, 136400.78152843128 455930.1808159444, 136367.91298380768 455974.05125339946, 136364.35321510138 455980.5844279239, 136355.9962654303 456001.7662889563, 136334.43058363418 456077.025643632, 136334.39962579263 456083.3898445249, 136331.305985015 456122.8098197744, 136335.86917768623 456124.39485351084, 136334.52984742608 456132.7332673791, 136333.09863855477 456140.3265827547, 136328.25988968596 456185.85016992706, 136323.69884442966 456234.13197735924, 136317.46559935118 456296.9617854283, 136315.52961144477 456314.28114984086, 136306.80566209776 456348.837969641, 136261.76256426374 456470.6927272296, 136244.2893953148 456498.17308441235, 136232.5397729753 456526.06583305757, 136228.35448963076 456533.7474530196, 136229.1620941862 456540.7538063399, 136211.68117703122 456575.1435778444, 136159.13220703864 456658.921003656, 136151.93109468734 456669.940793379, 136147.11154867298 456678.3480789885, 136126.62292496822 456705.33961769263, 136052.27110049347 456743.51743390533, 136016.72404018033 456760.1861979024, 135995.18602894628 456772.2845255665, 135973.3427771906 456799.5043997351, 135934.35225904486 456916.96659002936, 135931.17623347856 456926.7585492385, 135921.84613692565 456923.75690239563, 135925.40766743728 456912.6505866894)","1515.6123148615372"
"2049","2105","59092331843","3543.0","3543.0","16","0","180","8",,
"2050","2107","59120168541","3512.0","3584.0","12","0","20","8","LINESTRING (136989.31886615348 455948.93337467336, 137008.73608810682 456027.2236683988, 137049.9098553958 456116.5838023283, 137064.26631299872 456114.5182400188, 137113.54318992095 456107.9323327879, 137132.02895725582 456106.909100553, 137169.3688067521 456094.8036063646, 137216.69141051755 456087.80293536227, 137226.3501062528 456086.65583499195, 137279.62745985083 456081.3812875988, 137340.5659900966 456060.4703304376, 137376.37105552913 456036.6005209038, 137427.5723566819 455998.25728552404, 137449.65245254547 455982.48058605805, 137563.06430495155 455907.7046465638, 137600.04071228608 455875.2097045484, 137671.22680784625 455808.42787416116, 137676.1164532585 455803.42640521546, 137757.52281630225 455726.6413710687, 137767.31142582663 455719.2309364904, 137817.15856150427 455687.8390692078, 137882.1807570239 455648.6184277936, 137950.5068851112 455609.2315625209, 137949.5008185739 455597.64171842625, 137961.4636754844 455588.5441976531, 137963.8152090637 455530.66983915196, 138174.65305333573 455441.7904262106, 138213.92178312654 455424.2679410205, 138270.16613563502 455398.0104201641, 138368.6585930677 455351.04027107806, 138461.17363313836 455299.19650117395, 138484.63402964387 455286.4238710691, 138522.70882054121 455265.7368913906, 138576.0894156637 455234.68590216886, 138610.35201307814 455215.4696790308, 138694.56004782757 455300.35148066044, 138739.78818805303 455272.4108528183, 138766.3584585847 455326.0626561259, 138811.85393116315 455420.3407636004, 138853.90219412345 455420.1263379748, 138878.07798640622 455416.48767710064, 138893.28867552296 455433.98412458383, 138970.7259994886 455485.5924232693, 139039.5076572137 455467.3584750443, 139056.05043556445 455496.5445588416, 139049.47294319063 455554.98818062333, 139092.00861168676 455538.2187338841, 139182.55889646176 455522.53185738914, 139211.96176905572 455563.6157980915, 139282.87599851887 455504.53496227664, 139289.58284731174 455512.25747832336, 139336.38436633247 455472.0342217322, 139402.51087622766 455415.27325335424, 139668.43652905285 455375.01679864357, 139679.0455645491 455374.7059918203, 139729.13232160246 455376.19876193296, 139816.16251639382 455375.58768510947, 139963.44633970072 455375.0183175897, 139963.33557797063 455497.2041248845, 140025.19857689738 455497.31807536277)","3914.094704627617"
"2051","2108","59120168541","3584.0","3512.0","18","30","30","8","LINESTRING (140025.19857689738 455497.31807536277, 139963.33557797063 455497.2041248845, 139963.44633970072 455375.0183175897, 139816.16251639382 455375.58768510947, 139729.13232160246 455376.19876193296, 139679.0455645491 455374.7059918203, 139668.43652905285 455375.01679864357, 139402.51087622766 455415.27325335424, 139336.38436633247 455472.0342217322, 139289.58284731174 455512.25747832336, 139282.87599851887 455504.53496227664, 139211.96176905572 455563.6157980915, 139182.55889646176 455522.53185738914, 139092.00861168676 455538.2187338841, 139049.47294319063 455554.98818062333, 139056.05043556445 455496.5445588416, 139039.5076572137 455467.3584750443, 138970.7259994886 455485.5924232693, 138893.28867552296 455433.98412458383, 138878.07798640622 455416.48767710064, 138853.90219412345 455420.1263379748, 138811.85393116315 455420.3407636004, 138766.3584585847 455326.0626561259, 138739.78818805303 455272.4108528183, 138694.56004782757 455300.35148066044, 138610.35201307814 455215.4696790308, 138576.0894156637 455234.68590216886, 138522.70882054121 455265.7368913906, 138484.63402964387 455286.4238710691, 138461.17363313836 455299.19650117395, 138368.6585930677 455351.04027107806, 138270.16613563502 455398.0104201641, 138213.92178312654 455424.2679410205, 138174.65305333573 455441.7904262106, 137963.8152090637 455530.66983915196, 137961.4636754844 455588.5441976531, 137975.91655516747 455606.10720613017, 137963.73078180995 455616.1511651301, 137950.5068851112 455609.2315625209, 137882.1807570239 455648.6184277936, 137817.15856150427 455687.8390692078, 137779.12637837577 455715.1068074945, 137767.31142582663 455719.2309364904, 137757.52281630225 455726.6413710687, 137676.1164532585 455803.42640521546, 137671.22680784625 455808.42787416116, 137600.04071228608 455875.2097045484, 137563.06430495155 455907.7046465638, 137383.23585713402 455714.57842260564, 137266.69109487967 455804.9905081086, 137247.11646973487 455818.099962434, 137241.13811791028 455813.6486319032, 137199.70180034733 455788.585097598, 137194.57606085503 455792.5976665514, 137150.8908681285 455927.9351415785, 137122.90479563668 455907.6860997445, 137054.4918852017 455836.4253982127, 137033.11013999418 455825.26525766857, 136991.20645115394 455803.88785170123, 136956.68995141826 455791.82986460364, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","4294.964203520097"
"2054","2111","59120168572","3564.0","3562.0","11","15","10","8","LINESTRING (135691.97438562947 459610.5201552986, 135661.9566714204 459578.30439154565, 135758.67739871857 459481.69968513254, 135769.42576758977 459468.373563223, 135830.45154966132 459409.6592498687, 135882.05552871007 459358.16935848683, 135954.57592773446 459286.9178296576, 135982.34861529677 459269.37698051974, 136000.49337857126 459255.722684623, 136063.99599162457 459207.56046859827, 136045.60647568712 459184.0432409689, 136035.70969034042 459171.3972435411, 136072.10798319272 459105.792753256, 136162.09681389254 459050.0432352762, 136180.73117175786 459020.6332355313, 136207.58203068087 458995.9764656354, 136237.39635953025 458974.3015754097, 136326.888787553 458883.72122472024, 136382.58591465658 458828.67204162467, 136390.86508224 458820.9195681201, 136392.55893677406 458819.64485930244, 136394.4496888349 458819.7379206881, 136403.57587849803 458818.6913181372)","1157.473691750842"
"2055","2112","59120168572","3562.0","3564.0","18","15","10","8","LINESTRING (136403.57587849803 458818.6913181372, 136401.9072736997 458826.71945106937, 136399.18418575337 458829.33313373005, 136389.43371853745 458835.6002056113, 136333.01668754377 458890.45174520917, 136242.50269215924 458978.9330118818, 136224.80240024984 459020.0550026869, 136196.9577000867 459044.50404261274, 136162.09681389254 459050.0432352762, 136072.10798319272 459105.792753256, 136035.70969034042 459171.3972435411, 136045.60647568712 459184.0432409689, 136063.99599162457 459207.56046859827, 136000.49337857126 459255.722684623, 135982.34861529677 459269.37698051974, 135954.57592773446 459286.9178296576, 135882.05552871007 459358.16935848683, 135830.45154966132 459409.6592498687, 135769.42576758977 459468.373563223, 135758.67739871857 459481.69968513254, 135661.9566714204 459578.30439154565, 135691.97438562947 459610.5201552986)","1165.108786389982"
"2063","2120","59120168975","3525.0","3512.0","8","5","20","8","LINESTRING (136624.97942397647 452777.48819800885, 136559.81025002923 452795.66406326654, 136645.39189905807 453076.4122339118, 136661.11926693542 453122.1488058392, 136677.52328181424 453118.8952858164, 136683.48363763044 453151.00517156423, 136681.32402876482 453162.294848898, 136694.45963941398 453236.2342764979, 136735.88102315387 453385.39279396227, 136754.72733333625 453465.07471551385, 136780.03378986917 453545.2671252141, 136829.33884956338 453708.6611321103, 136860.79195199523 453816.8245131356, 136878.41323565476 453879.25499927835, 136882.15292396338 453893.3046336831, 136891.73913501465 453920.09451058146, 136898.1872953013 454019.1368179633, 136904.60315011858 454113.1280667269, 136908.89544609212 454254.8241540406, 136911.0798669279 454288.1051725392, 136934.3264663553 454376.7839153474, 136936.60341051908 454380.8255151669, 136940.50441637676 454386.574628074, 136933.38256768355 454398.16036441736, 136937.45265083504 454405.1660983595, 136977.88372233327 454476.62647280097, 137001.76674486062 454518.1512932832, 137049.38834659982 454589.98680175014, 137114.81974559967 454658.521100145, 137111.63890020183 454662.30423756613, 137102.58496393438 454670.3586125194, 137135.20888615763 454727.95197536296, 137047.7484554868 454785.39851897536, 137068.27333381755 454791.5217370539, 137074.91020097423 454793.8120461866, 137078.7492884753 454795.8231575752, 137084.14719069787 454800.51002722984, 137093.12716269927 454819.6144329711, 137204.4771585156 455061.4726278953, 137223.83541784622 455092.54513882357, 137247.3473404667 455125.58334032295, 137264.71068374606 455143.24517146073, 137223.02017421243 455190.5680908025, 137199.41667291647 455275.655063909, 137176.736627206 455319.79517137393, 137130.32306567545 455410.2156844123, 137117.13025228915 455444.86492866464, 137096.2544287863 455494.76221036806, 137093.81561434307 455500.80127667583, 137041.8812295968 455581.7409049737, 136993.15823124046 455667.0753745508, 136956.68995141826 455791.82986460364, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","3623.376433665984"
"2064","2121","59120168975","3512.0","3511.0","8","35","7","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136872.43036157187 455920.79721442837, 136850.57180522708 455912.33208878495, 136786.46449211935 455885.66354793665, 136763.9586522635 455850.2539638199, 136723.20419720237 455832.2902862919, 136706.0274908427 455824.26477206097, 136692.57470668573 455816.9376843111, 136596.78063766568 455771.42949307186, 136583.62103122077 455765.62587917206, 136528.31073810183 455740.9196728209, 136509.2756417834 455780.7435981463, 136466.87282877957 455767.7614677086, 136443.8265171008 455759.10227875144, 136420.1212826291 455750.2008833648, 136396.6181147642 455740.3753861085, 136422.55654092712 455708.5693691623)","720.4540251755237"
"2065","2122","59120168975","3511.0","3512.0","14","8","5","8","LINESTRING (136422.55654092712 455708.5693691623, 136420.1212826291 455750.2008833648, 136443.8265171008 455759.10227875144, 136466.87282877957 455767.7614677086, 136509.2756417834 455780.7435981463, 136486.30446422758 455865.954135145, 136565.06484652698 455871.93689046765, 136599.28099891325 455874.9366966186, 136680.4527506734 455884.4504369241, 136680.08975992023 455886.37657356577, 136663.45103090775 455935.0585299959, 136683.3080676959 455948.9485696932, 136709.41939653407 455965.864230691, 136842.25790966515 456004.15203342936, 136850.57180522708 455912.33208878495, 136872.43036157187 455920.79721442837, 136921.63410474098 455938.89830636396, 136989.31886615348 455948.93337467336)","902.789824691134"
"2066","2123","59120168975","3512.0","3525.0","14","40","15","8","LINESTRING (136989.31886615348 455948.93337467336, 136921.63410474098 455938.89830636396, 136956.68995141826 455791.82986460364, 136944.1899431512 455782.57384469634, 136950.07553974295 455734.89979604894, 136970.68364473296 455659.07924075145, 137023.3108212042 455571.24935088574, 137028.53762128303 455562.93047775235, 137051.17986065673 455526.08846403944, 137073.59041020134 455489.5255413279, 137112.5415964396 455409.5897307617, 137113.751835513 455406.870637619, 137141.0772059037 455345.32362539467, 137165.08844740494 455292.15539590165, 137177.61507859617 455262.67113877507, 137203.24347087645 455180.3917013897, 137223.02017421243 455190.5680908025, 137264.71068374606 455143.24517146073, 137247.3473404667 455125.58334032295, 137223.83541784622 455092.54513882357, 137204.4771585156 455061.4726278953, 137281.3321691596 455008.3389153286, 137245.5947440173 454945.4930937596, 137214.58008509362 454879.02583602624, 137217.62417549375 454860.0006402207, 137226.10222227447 454807.8005877701, 137213.73818647335 454791.1001202819, 137192.7422394628 454768.2111172669, 137184.68549028682 454757.99289882364, 137180.96980956188 454754.06759359495, 137171.00144353078 454740.2847953417, 137111.63890020183 454662.30423756613, 137114.81974559967 454658.521100145, 137049.38834659982 454589.98680175014, 137001.76674486062 454518.1512932832, 136977.88372233327 454476.62647280097, 136937.45265083504 454405.1660983595, 136933.38256768355 454398.16036441736, 136929.42529865933 454390.1306334389, 136924.6784047469 454381.75886616117, 136901.414106309 454288.25155277934, 136894.4555960826 454288.2100920911, 136892.51839094632 454258.844528924, 136883.70520917483 454114.58366844436, 136858.50774992676 453880.51794889616, 136842.6473387975 453823.47721253044, 136811.8497943596 453712.80820402625, 136764.75687906894 453548.87222035526, 136761.8926646892 453538.13501358463, 136719.2649704882 453390.42706117773, 136653.29143507459 453156.4790029628, 136648.66346135404 453149.1862871229, 136645.17537982512 453134.8911386644, 136643.11350458133 453128.0228860097, 136661.11926693542 453122.1488058392, 136645.39189905807 453076.4122339118, 136559.81025002923 452795.66406326654, 136624.97942397647 452777.48819800885)","3646.458530252429"
