,Unnamed: 0,OPID,VertPC,AankPC,VertUur,VertMin,Reisduur,Hvm,geometry,length_m
2807,2896,59185335842,3527.0,1096.0,7,0,45,1,"LINESTRING (135004.64569890458 454548.04492840654, 134937.7727322397 454510.4743591049, 134866.7614608726 454636.4738297251, 134800.9780759095 454598.778302777, 134734.4460271884 454724.338743467, 134692.5770055104 454776.69037323224, 134681.4377018025 454788.4181421891, 134677.58202503234 454792.66176673793, 134668.70421116255 454802.5445408498, 134649.58252380588 454823.4839533839, 134563.2581626323 454913.2574010459, 134484.60112629147 454969.9564756427, 134414.53552763615 455000.35272496846, 134378.5898192382 455018.48114845087, 134329.7675680359 455050.5040600268, 134298.89686122548 455085.60144227074, 134279.60650532774 455116.43404160324, 134235.93434868686 455189.7474100382, 134226.66905246628 455208.23302627826, 134217.6960922878 455226.12776045804, 134175.91765672376 455440.3672668844, 134169.3413524223 455496.89280044433, 134167.9489385723 455509.73807541316, 134152.98657568527 455645.482766416, 134146.43888911017 455705.43505080347, 134154.13664141524 455836.62335134007, 134227.26330343474 456009.182967039, 134288.65345972593 456150.63956907945, 134313.1720713754 456204.7103190184, 134316.49284816493 456213.9088843301, 134329.43703830568 456324.2255057137, 134331.1672100901 456338.21488990536, 134333.2676607984 456355.5628042614, 134321.52104823684 456358.6045061941, 134301.23010289465 456365.1753458996, 134248.06891874934 456400.17677369167, 134169.17114736012 456571.30244925566, 134164.70502067608 456576.6060226055, 133844.62753908167 456639.1386484757, 133642.09137560747 456664.236378982, 133423.62622538966 456703.6861552589, 133095.18752851093 456931.64795432234, 133125.30043081348 456942.2521404747, 133082.05691736427 457040.00699567015, 133186.31768135738 457095.6242317775, 133102.94333794896 457496.6294841115, 133072.80806714037 457553.2604697298, 133029.7054857313 457631.8227829602, 132909.08164383957 457841.90573524474, 132850.68859788828 457931.63030521764, 132524.32979184276 458426.2809113971, 132494.28305864503 458470.99909058615, 132427.54610308303 458578.34581786965, 132367.67976520705 458641.5249169249, 132355.704893034 458650.1576571598, 132309.8064246149 458672.7970914153, 132204.1939636033 458690.88156492956, 132068.8744815114 458710.1287754199, 131939.6070641995 458728.5394033562, 131789.0126826593 458760.4376142413, 131725.3783187117 458808.0655422889, 131658.52177044202 458876.6821640456, 131568.1302746701 458963.5572553698, 131548.33552142401 458986.64827279956, 131499.272843544 459038.3159870202, 131325.85623792477 459206.94290146016, 131322.00936215202 459243.3548074406, 131246.93894648328 459565.71444968175, 131243.90883817762 459569.35604864685, 131230.2207411505 459611.25576516695, 131241.31012365 459634.61216848745, 131324.5725324214 459739.92448626587, 131355.21309323827 459764.868129562, 131392.8066046029 459800.4377881648, 131412.05868554302 459819.69477746484, 131448.24105908096 459858.2311028866, 131467.87822994625 459877.9204028256, 131487.33471707272 459899.9805032879, 131636.57322232472 460036.1285183574)",8064.95610037746
2808,2897,59185335842,1096.0,3527.0,16,30,60,1,"LINESTRING (131636.57322232472 460036.1285183574, 131487.33471707272 459899.9805032879, 131467.87822994625 459877.9204028256, 131448.24105908096 459858.2311028866, 131412.05868554302 459819.69477746484, 131392.8066046029 459800.4377881648, 131355.21309323827 459764.868129562, 131324.5725324214 459739.92448626587, 131397.12078527763 459648.9571216311, 131424.72707086787 459613.0889824973, 131482.20055540593 459538.4051823783, 131505.34778943556 459509.3677934652, 131590.9983480132 459399.74966748036, 131612.71398820519 459373.3007954099, 131700.51484974084 459253.8612471067, 131711.9459993973 459240.82350385835, 131550.35061568368 459087.1744756509, 131499.272843544 459038.3159870202, 131485.04165871523 459024.07505808363, 131558.23667059958 458954.11329552176, 131649.25913008736 458865.9555584034, 131777.99648581675 458740.87368885294, 131936.54231901656 458716.0701096102, 132064.37868592195 458697.6993819474, 132202.32585309376 458677.82806916384, 132349.75767080934 458639.2366443911, 132361.90084580478 458631.4598345904, 132389.14365916542 458607.78192807426, 132494.28305864503 458470.99909058615, 132524.32979184276 458426.2809113971, 132850.68859788828 457931.63030521764, 132909.08164383957 457841.90573524474, 133029.7054857313 457631.8227829602, 133072.80806714037 457553.2604697298, 133102.94333794896 457496.6294841115, 133186.31768135738 457095.6242317775, 133082.05691736427 457040.00699567015, 133125.30043081348 456942.2521404747, 133095.18752851093 456931.64795432234, 133087.61215760105 456927.63141816127, 133414.57100565263 456695.0025908546, 133642.09137560747 456664.236378982, 133844.62753908167 456639.1386484757, 134159.50098048913 456567.6935915301, 134239.81488132314 456397.70783760183, 134245.31600108685 456389.1178327148, 134319.39259246475 456341.1232002912, 134311.58816260312 456280.3295264062, 134302.92959885797 456216.88029566564, 134287.44341768752 456171.1054055163, 134219.25830964104 456015.6361120121, 134173.79629522093 455916.2035265121, 134141.446322901 455842.0615220983, 134133.706970963 455704.2979221341, 134140.69877578912 455644.05448203045, 134154.95459147685 455508.2459550552, 134156.19660844136 455495.50144040864, 134162.71891267973 455439.2097616137, 134191.9064936541 455213.72983090114, 134207.74135770317 455176.3358284882, 134258.69300932199 455101.46761186357, 134411.34796900532 454993.6791641341, 134459.45161197826 454973.29784936685, 134542.7901191166 454914.9436109079, 134632.55935841374 454816.1325084534, 134636.480567889 454811.1653891531, 134641.1976917929 454804.70413149125, 134650.32202423905 454793.0957671277, 134661.8293936709 454779.19685043255, 134672.66705761466 454765.79024008627, 134682.45871890837 454751.3754545496, 134779.080140692 454586.3059151971, 134800.9780759095 454598.778302777, 134866.7614608726 454636.4738297251, 134937.7727322397 454510.4743591049, 135004.64569890458 454548.04492840654)",8223.776873463095
2810,2899,59185336586,3521.0,4819.0,6,45,55,1,"LINESTRING (135978.16917440522 455123.4616354965, 135966.21082589147 455124.1303969885, 135997.07777904655 455059.9155372175, 135962.03583897455 455041.5023550593, 135804.2984419973 455014.41539541783, 135799.77277562497 455017.537003928, 135783.91377746366 455028.81320980855, 135774.34760513762 455034.8470623512, 135771.4907554381 455037.00541568926, 135673.40908116678 454899.14450191054, 135494.0689780274 454657.54163736984, 135479.89493989715 454659.84463990526, 135444.8195419775 454712.66393260297, 135436.14799488676 454707.4242693857, 135124.93870478432 454533.8338046097, 135088.1429060422 454596.28648506274, 135018.71266432895 454720.5974383613, 134866.7614608726 454636.4738297251, 134800.9780759095 454598.778302777, 134734.4460271884 454724.338743467, 134692.5770055104 454776.69037323224, 134681.4377018025 454788.4181421891, 134677.58202503234 454792.66176673793, 134668.70421116255 454802.5445408498, 134658.2285630745 454797.15783246985, 134650.32202423905 454793.0957671277, 134631.70588627397 454783.4477497992, 134358.1819334242 454674.1373617106, 134300.96224603124 454650.86563161487, 133921.64611305294 454529.8593645576, 133707.12118740275 454573.7742735464, 133510.74626976938 454625.819968628, 133494.93542905437 454629.8936073338, 133543.5526400838 454407.3857727799, 133429.132950356 453976.24597258517, 133242.16664255905 453128.0440491707, 133109.78806605437 452636.3204236418, 133006.92523259576 452183.8339105637)",5695.949347477863
2811,2900,59185336586,4819.0,3521.0,16,25,95,1,,
2825,2914,59185337082,3555.0,3555.0,12,0,105,1,,
2826,2916,59185338260,3584.0,3541.0,7,30,30,1,"LINESTRING (140025.11196247078 455350.0215441387, 139667.77925456464 455350.7641909645, 139667.1357664516 455135.1225072666, 139408.5371756455 455150.9678751163, 139151.96546123145 454971.8819810205, 138698.73531383523 454578.35071487003, 138666.4175684049 454558.6968830529, 138584.15609727305 454596.1726442815, 138451.1449945961 454647.1693458737, 138335.7685867398 454626.7930450628, 138291.1714963304 454608.95178280794, 138234.7017946788 454630.0139233424, 138220.70727626077 454637.14830947045, 138163.41757627408 454644.6069514538, 138142.85673913534 454637.7561539493, 138063.6152014539 454634.49810586096, 137892.29902081392 454617.9719789562, 137869.79416262673 454616.0689235268, 137850.74408458307 454614.120692426, 137814.71764287812 454609.26045696123, 137678.0827884411 454587.7266929705, 137663.0991831105 454590.1709251157, 137405.29162826872 454601.57813774794, 137207.95738693723 454738.6950993068, 137184.68549028682 454757.99289882364, 137161.24988784772 454762.1600451678, 137132.76814589632 454762.2287898514, 137074.86961675348 454799.6755910731, 137043.32708045671 454791.09984526486, 136977.61574570695 454807.8927417807, 136930.46718674022 454779.2361716889, 136830.07116270528 454734.1852148826, 136820.88263464055 454729.62371812575, 136801.26657293623 454705.98587970674, 136794.73649666543 454695.47343371186, 136784.9835816679 454675.3265474101, 136767.3776912917 454648.499454894, 136747.14056208634 454623.896142542, 136733.73041486752 454601.0257704165, 136691.72367309214 454539.85356651247, 136570.0722051484 454593.7293759734, 136483.85671602612 454540.5999474588, 136354.93077096922 454463.5773476924, 136343.43580899667 454456.62215141807, 136301.49377463636 454417.9386204798, 136274.5669935545 454407.28096838854, 136216.0212435873 454396.1418329761, 136155.0245687649 454376.890682297, 135934.1798012815 454330.9687995115, 135761.45043042622 454302.9169448268, 135628.75104874704 454287.81049585156, 135617.15909085906 454284.4844256609, 135339.52567251364 454170.5411060031, 135334.10482803776 454167.5807426059, 135259.33642733327 454299.0076770658, 135228.42732777467 454353.158198047, 135121.38326069163 454345.5514099046, 135091.0368837533 454399.40014828823, 135076.82307667995 454424.4571442307, 135048.32186980383 454474.91646406724, 135019.44566649364 454524.0312110914, 135004.64569890458 454548.04492840654, 134937.7727322397 454510.4743591049, 134866.7614608726 454636.4738297251, 134800.9780759095 454598.778302777, 134734.4460271884 454724.338743467, 134692.5770055104 454776.69037323224, 134681.4377018025 454788.4181421891, 134677.58202503234 454792.66176673793, 134668.70421116255 454802.5445408498, 134658.2285630745 454797.15783246985, 134650.32202423905 454793.0957671277, 134631.70588627397 454783.4477497992, 134358.1819334242 454674.1373617106, 134300.96224603124 454650.86563161487, 133921.64611305294 454529.8593645576, 133707.12118740275 454573.7742735464, 133510.74626976938 454625.819968628, 133598.75426836486 455439.51080009574, 133597.4055587648 455449.4299041689, 133548.0439345764 455667.457000259, 133460.34822285606 455921.73222044826, 133457.1376616132 455930.49119409773, 133370.4141971653 456124.0601658395, 133365.47294934443 456133.4720361913, 133295.16123139975 456235.6928901666, 133282.26385311026 456235.6378957708, 133286.98754202193 456226.6830575825)",9449.87888226641
2841,2932,59185339004,3513.0,2071.0,14,30,60,1,"LINESTRING (135903.18176365193 456909.53153311595, 135921.84613692565 456923.75690239563, 135966.09951541547 456792.1777881639, 135995.18602894628 456772.2845255665, 136016.72404018033 456760.1861979024, 136009.86993473186 456754.2821712613, 135931.25219967903 456626.49986869533, 135930.85868171952 456625.7336801124, 135931.75444645455 456625.24070221983, 135971.80846455853 456604.3150835859, 135993.1083835239 456592.49572115974, 135962.282263368 456523.33173516305, 135935.81189724503 456498.4662456897, 135889.14122874133 456448.93412759143, 135885.44872309463 456445.6327503888, 135937.30811221557 456386.3768620781, 135965.4452753061 456332.67507734, 135702.99899246043 456157.51615521545, 135602.23494886735 456099.9968612577, 135542.65043945576 456104.2014335116, 135528.48020161994 456106.4264261667, 135403.36695381155 456126.25451251277, 135241.9992708885 456150.47968861077, 135089.86048668108 456178.9567048147, 134844.21671179938 456229.7344892395, 134807.5735520602 456232.9093081516, 134705.89698651063 456256.32040681236, 134674.90430743428 456272.09010093036, 134445.22968121117 456329.6093387366, 134333.2676607984 456355.5628042614, 134321.52104823684 456358.6045061941, 134301.23010289465 456365.1753458996, 134248.06891874934 456400.17677369167, 134169.17114736012 456571.30244925566, 134164.70502067608 456576.6060226055, 133844.62753908167 456639.1386484757, 133642.09137560747 456664.236378982, 133423.62622538966 456703.6861552589, 133234.6606244448 456728.463530215, 133206.18931198164 456733.0719524924, 133185.40901819683 456730.50387807447, 133151.7253249807 456713.74003272, 132767.94848612775 456530.40215780004, 132735.69959248105 456599.08294947026, 132703.1895154981 456664.3271753614, 132670.21966390408 456735.33699586673, 132665.79312241814 456742.96709867887, 132644.08444267095 456886.12369969493, 132659.92220036365 457075.9747666432, 132667.43576421269 457144.04378955625, 132669.31019471516 457170.8714900537, 132668.72614130037 457175.07977116056, 132653.4585666511 457191.3701517297, 132551.7350918297 457254.0674038832, 132383.9132022395 457541.64695107023, 132129.30226502818 457759.98127030133, 131792.58300346864 458009.1745170586, 131287.44910406802 458352.45006865263, 130976.50087153517 458562.5126584076, 130872.19958667587 458632.97868509905, 130554.14975969399 458847.3192677837, 130353.22817745045 458986.2418149617, 130012.29969614097 459398.1311718095, 129937.08299506488 459367.13397434086)",8509.459410980757
2842,2933,59185339004,2071.0,4205.0,17,0,90,1,"LINESTRING (129937.08299506488 459367.13397434086, 129940.71039809319 459362.5873453761, 130012.29969614097 459398.1311718095, 130353.22817745045 458986.2418149617, 130554.14975969399 458847.3192677837, 130872.19958667587 458632.97868509905, 130976.50087153517 458562.5126584076, 131287.44910406802 458352.45006865263, 131792.58300346864 458009.1745170586, 132129.30226502818 457759.98127030133, 132383.9132022395 457541.64695107023, 132551.7350918297 457254.0674038832, 132539.37400954703 457244.7439009639, 132545.3126077376 457239.82161689515, 132649.05337480485 457177.72710781905, 132664.17328023224 457172.7971087296, 132669.31019471516 457170.8714900537, 132728.78004884048 457150.50009927875, 133275.64273793745 456247.9165872222, 133282.26385311026 456235.6378957708, 133286.98754202193 456226.6830575825, 133354.90777919584 456122.94821961975, 133444.5548232896 455925.705840201, 133447.86941618714 455917.2356852953, 133533.9046064303 455668.99772290763, 133536.26860295841 455659.34124438383, 133581.47000154623 455447.8184145205, 133582.70672038145 455437.3657377067, 133494.93542905437 454629.8936073338, 133543.5526400838 454407.3857727799, 133429.132950356 453976.24597258517, 133242.16664255905 453128.0440491707, 133109.78806605437 452636.3204236418, 133006.92523259576 452183.8339105637)",8932.232227014782
2843,2934,59185339004,4205.0,3513.0,21,0,35,1,,
2847,2939,59185340027,1017.0,3544.0,17,30,45,1,"LINESTRING (131636.57322232472 460036.1285183574, 131487.33471707272 459899.9805032879, 131467.87822994625 459877.9204028256, 131448.24105908096 459858.2311028866, 131412.05868554302 459819.69477746484, 131392.8066046029 459800.4377881648, 131355.21309323827 459764.868129562, 131324.5725324214 459739.92448626587, 131397.12078527763 459648.9571216311, 131424.72707086787 459613.0889824973, 131482.20055540593 459538.4051823783, 131505.34778943556 459509.3677934652, 131590.9983480132 459399.74966748036, 131612.71398820519 459373.3007954099, 131700.51484974084 459253.8612471067, 131711.9459993973 459240.82350385835, 131550.35061568368 459087.1744756509, 131499.272843544 459038.3159870202, 131485.04165871523 459024.07505808363, 131558.23667059958 458954.11329552176, 131649.25913008736 458865.9555584034, 131777.99648581675 458740.87368885294, 131936.54231901656 458716.0701096102, 132064.37868592195 458697.6993819474, 132202.32585309376 458677.82806916384, 132349.75767080934 458639.2366443911, 132332.77180582026 458597.40196738334, 132112.72439541775 458087.77689323056, 132027.18619601053 457947.33696105407, 132047.07520347886 457643.36904287606, 132299.0956826676 457439.361665913, 132539.37400954703 457244.7439009639, 132545.3126077376 457239.82161689515, 132649.05337480485 457177.72710781905, 132658.32057544988 457161.79743737646, 132650.56695917324 457076.9179932575, 132564.86384802792 457085.69276802626, 132551.02280961108 457087.0903284939, 132369.72014075686 457105.3684865861, 132356.50929922741 457106.7080923174, 132339.18597942317 456937.72608911915, 132337.7888176026 456924.32552092045, 132325.40656373257 456842.9612523343, 132324.52516322638 456829.9811301992, 132325.52142327532 456741.8580201388, 132325.16458765723 456637.98655844707, 132341.18381064615 456539.82607827015, 132245.0000702801 456447.9185266819, 132102.5834158985 456232.2252100538, 132084.91972896815 456179.3241398908, 132076.25325234572 456127.8058204849)",5665.378864380866
